account,sales_agent,product,lead_score
Funholding,10,GTX Plus Basic,100.0
Nam-zim,11,GTX Basic,
Treequote,13,MG Advanced,
Condax,14,MG Special,
Condax,16,MG Special,
Newex,19,GTXPro,
unknow,22,GTX Basic,0.0
Konex,1,GTX Basic,97.0
Umbrella Corporation,12,GTXPro,
unknow,25,GTX Plus Pro,
Konex,25,GTXPro,
Konmatfix,26,GTX Basic,
Scottech,26,GTXPro,
Finhigh,26,GTXPro,
Gekko & Co,29,GTX Plus Pro,
dambase,2,GTX Plus Basic,
Golddex,4,GTX Plus Basic,
Dontechi,8,GTX Plus Basic,
dambase,8,MG Special,
Conecom,10,GTX Basic,
Gogozoom,14,MG Advanced,
Silis,17,GTX Basic,
Inity,18,MG Special,
Gogozoom,18,MG Special,100.0
Treequote,18,MG Special,100.0
Lexiqvolax,19,GTX Basic,
Zoomit,19,GTX Basic,
Finjob,19,GTXPro,
Plussunin,20,GTX Plus Basic,
unknow,21,MG Special,
Kinnamplus,21,GTX Basic,
Dontechi,0,GTX Basic,0.0
Scottech,0,GTX Plus Basic,
Rangreen,0,MG Advanced,
Initech,12,GTX Basic,
Donquadtech,25,GTX Plus Basic,
Ganjaflex,27,GTXPro,
Labdrill,28,GTK 500,
Konmatfix,5,GTX Basic,
Inity,6,GTX Basic,
Lexiqvolax,9,GTX Plus Basic,
Warephase,13,GTX Basic,98.0
Mathtouch,17,MG Special,
Donquadtech,19,GTX Plus Pro,
Scotfind,19,GTXPro,0.0
Lexiqvolax,19,MG Advanced,0.0
Kinnamplus,20,MG Special,
Scottech,0,GTX Plus Basic,94.0
unknow,12,MG Special,
Bubba Gump,25,MG Special,
Ontomedia,27,GTXPro,
Gekko & Co,27,GTX Basic,
unknow,28,GTX Basic,
Betasoloin,3,MG Special,
Scotfind,4,GTX Plus Pro,100.0
Toughzap,7,MG Advanced,
Treequote,8,GTX Basic,
Rangreen,8,GTX Plus Pro,
Massive Dynamic,11,GTXPro,
Bioholding,13,GTX Basic,
Groovestreet,16,GTX Plus Basic,
Labdrill,19,MG Advanced,
unknow,20,GTX Plus Basic,0.0
Genco Pura Olive Oil Company,23,MG Advanced,
Initech,24,GTX Basic,100.0
unknow,25,GTX Plus Pro,
Dontechi,26,GTX Basic,
Labdrill,3,GTX Plus Pro,
Groovestreet,3,MG Special,
Domzoom,5,GTX Basic,100.0
Nam-zim,6,GTXPro,
Lexiqvolax,7,GTX Basic,
Newex,7,GTX Basic,
Ron-tech,8,GTX Basic,
Rangreen,10,GTX Basic,
Condax,14,GTX Basic,
Opentech,15,GTXPro,100.0
unknow,16,GTX Basic,
Plussunin,17,GTXPro,
Lexiqvolax,22,GTXPro,
Condax,0,GTX Plus Pro,
Globex Corporation,0,MG Special,
unknow,1,GTX Plus Pro,
Zencorporation,24,GTX Basic,
Warephase,26,GTX Plus Basic,100.0
Genco Pura Olive Oil Company,26,MG Special,
Zotware,27,GTX Basic,
Streethex,2,GTXPro,
Statholdings,4,GTX Plus Pro,
Singletechno,4,MG Special,
Hottechi,5,GTX Basic,
Bluth Company,6,GTX Basic,4.0
unknow,7,GTXPro,
Scotfind,7,GTX Basic,0.0
Domzoom,9,MG Advanced,
unknow,11,GTX Plus Pro,
Condax,13,GTX Plus Pro,
Warephase,13,GTX Plus Pro,
Ron-tech,13,MG Advanced,
Scottech,14,GTX Basic,
unknow,19,GTX Plus Pro,
Cheers,19,MG Advanced,
Fasehatice,19,GTX Plus Basic,
Umbrella Corporation,22,MG Advanced,
Conecom,0,GTX Plus Basic,
unknow,1,GTX Plus Basic,
unknow,1,GTX Plus Basic,
Mathtouch,1,GTX Plus Pro,
Condax,28,MG Special,1.0
Sonron,3,MG Advanced,100.0
Rundofase,5,GTX Basic,100.0
Condax,6,MG Special,
Isdom,8,GTX Basic,
Hottechi,9,GTX Basic,
Scotfind,11,GTX Plus Pro,100.0
Globex Corporation,13,MG Advanced,
Konex,15,GTX Plus Basic,100.0
unknow,16,MG Special,0.0
dambase,18,GTX Plus Pro,
Cancity,18,MG Special,
Scotfind,19,GTXPro,
unknow,22,GTX Plus Pro,
Codehow,0,MG Special,
Umbrella Corporation,1,GTX Basic,93.0
Konex,1,GTX Plus Pro,
Inity,12,GTXPro,
Acme Corporation,12,GTX Basic,
Codehow,26,GTXPro,
Inity,26,GTX Basic,
Conecom,5,MG Special,97.5
Finjob,6,GTXPro,
Xx-holding,7,GTXPro,
unknow,9,GTX Plus Pro,
Goodsilron,9,MG Advanced,
Betasoloin,15,GTXPro,
Zoomit,19,MG Advanced,
Groovestreet,20,MG Special,
Sumace,20,MG Advanced,1.0
Hottechi,22,GTX Basic,
Domzoom,0,MG Special,
Konmatfix,0,MG Special,
Rangreen,0,MG Advanced,
Vehement Capital Partners,25,GTXPro,2.0
Dontechi,26,GTXPro,
Codehow,26,MG Advanced,
Betatech,5,GTXPro,
Statholdings,5,GTXPro,2.0
Ron-tech,8,GTX Basic,0.0
Betatech,8,GTX Plus Basic,
Zumgoity,8,MG Advanced,
Stanredtax,14,GTX Plus Basic,0.0
Genco Pura Olive Oil Company,14,GTX Basic,
Stanredtax,14,GTX Plus Basic,
Xx-zobam,15,GTX Plus Pro,
Dontechi,18,MG Advanced,
Betatech,18,GTX Basic,
Y-corporation,19,GTX Basic,
Gekko & Co,20,GTXPro,
unknow,21,MG Advanced,
Lexiqvolax,22,GTX Basic,
Bioholding,0,MG Advanced,
Xx-holding,12,GTX Plus Basic,
Donquadtech,12,GTXPro,99.0
Ontomedia,27,GTXPro,
Ontomedia,27,GTXPro,
Kinnamplus,27,GTX Plus Basic,
Vehement Capital Partners,27,GTX Plus Basic,
Inity,5,GTX Basic,
Condax,5,MG Special,98.0
Xx-holding,6,MG Special,
Singletechno,6,GTX Basic,
Nam-zim,6,GTXPro,
Vehement Capital Partners,7,GTX Plus Basic,3.0
Y-corporation,7,MG Special,
Rangreen,8,GTX Plus Pro,
Domzoom,8,MG Advanced,
The New York Inquirer,9,GTX Basic,
unknow,9,GTX Basic,0.0
Kan-code,9,GTX Basic,
Bioholding,10,GTX Plus Basic,
Funholding,14,GTX Plus Basic,
Vehement Capital Partners,15,MG Advanced,0.0
Sonron,19,GTX Basic,
Groovestreet,19,GTX Plus Basic,100.0
Donware,20,GTX Plus Basic,100.0
Umbrella Corporation,20,MG Special,
Plexzap,22,GTX Basic,
Dontechi,0,GTX Plus Pro,
Acme Corporation,1,MG Advanced,
Betasoloin,12,MG Special,3.0
Ganjaflex,24,GTX Plus Pro,
Funholding,26,GTX Plus Basic,
Funholding,26,GTX Basic,
Mathtouch,27,GTX Plus Basic,
Hottechi,2,GTXPro,
Condax,5,GTX Basic,
Isdom,5,GTXPro,
Initech,7,GTX Basic,
Codehow,8,GTX Basic,
dambase,8,GTX Basic,0.0
Streethex,8,MG Advanced,
unknow,9,GTX Plus Basic,
Genco Pura Olive Oil Company,13,GTX Basic,
Codehow,14,MG Special,
Gekko & Co,17,GTX Plus Pro,
Kan-code,17,MG Special,
Golddex,19,GTX Plus Pro,
unknow,19,GTXPro,
dambase,0,GTX Plus Basic,
Bubba Gump,12,MG Advanced,
Plussunin,24,GTX Plus Basic,
unknow,24,GTXPro,
Ontomedia,24,GTXPro,
Konex,27,GTXPro,3.0
Codehow,5,GTX Plus Basic,
Warephase,5,GTX Plus Basic,
Rangreen,5,GTXPro,
Blackzim,6,GTX Plus Basic,0.0
Fasehatice,7,GTX Plus Basic,
Hottechi,8,GTX Basic,
unknow,9,GTX Plus Pro,0.0
Golddex,11,GTX Plus Basic,100.0
Inity,13,GTX Plus Basic,
Ontomedia,15,MG Advanced,
Kan-code,15,GTX Plus Pro,
unknow,16,MG Advanced,
unknow,20,MG Advanced,
Donquadtech,21,GTX Plus Basic,
Xx-zobam,21,MG Advanced,
Zumgoity,0,GTX Plus Basic,
Scottech,0,MG Special,100.0
Initech,12,GTX Plus Basic,98.0
Bluth Company,25,MG Advanced,100.0
Dontechi,26,GTXPro,
Dalttechnology,28,MG Special,
Newex,28,MG Special,96.0
Stanredtax,5,GTX Basic,0.0
Cheers,6,GTX Basic,
Hottechi,6,GTX Plus Basic,
Singletechno,6,GTXPro,
Betatech,8,GTX Basic,1.0
Konmatfix,8,GTX Basic,100.0
Codehow,10,GTX Plus Pro,
unknow,11,GTX Plus Basic,
Green-Plus,11,GTX Plus Basic,
Zoomit,11,GTX Plus Pro,98.0
Rundofase,13,MG Advanced,3.0
The New York Inquirer,15,GTXPro,
Inity,18,GTX Plus Pro,
Ron-tech,18,MG Special,
dambase,18,GTX Plus Pro,
Hatfan,22,GTXPro,
Scotfind,22,GTX Basic,
Statholdings,0,GTX Plus Basic,99.0
unknow,1,GTX Plus Basic,0.0
unknow,1,MG Advanced,
Gekko & Co,12,MG Advanced,1.0
Dontechi,23,MG Special,
Opentech,25,GTX Plus Basic,
Inity,26,GTX Plus Basic,
Warephase,26,GTXPro,
Rundofase,26,MG Advanced,
Globex Corporation,2,GTX Plus Basic,
Stanredtax,5,GTX Basic,
Gogozoom,5,GTX Plus Basic,
Blackzim,6,GTX Plus Pro,
Kan-code,7,GTX Basic,
unknow,9,GTK 500,
Groovestreet,9,GTX Basic,
Konex,9,GTX Plus Basic,
Golddex,9,GTXPro,
J-Texon,9,GTX Basic,
Hatfan,9,GTXPro,96.0
Donquadtech,11,GTX Plus Basic,3.0
Konex,11,MG Special,
Ron-tech,14,GTX Plus Basic,
Ron-tech,14,MG Special,3.0
Opentech,15,GTX Plus Pro,
unknow,17,GTXPro,
Fasehatice,19,GTX Basic,
Xx-holding,19,MG Advanced,
Rangreen,22,GTX Basic,
Goodsilron,22,GTX Plus Pro,100.0
Rantouch,22,GTXPro,
dambase,0,MG Special,
Isdom,0,MG Special,
Sumace,12,GTX Basic,
Dontechi,23,MG Special,97.0
Konex,24,MG Advanced,
Silis,24,GTXPro,96.0
Plussunin,25,MG Advanced,
Dontechi,26,GTXPro,
Zumgoity,26,GTX Plus Basic,
Umbrella Corporation,27,GTX Plus Pro,
Zotware,27,MG Advanced,3.0
Kan-code,29,GTXPro,4.0
Cancity,2,GTXPro,
Labdrill,4,MG Advanced,
unknow,6,GTX Basic,
unknow,6,GTX Basic,
Goodsilron,6,GTX Basic,0.0
Faxquote,7,GTX Plus Basic,
Doncon,9,MG Special,
Singletechno,9,MG Advanced,
Scotfind,9,GTX Basic,
Genco Pura Olive Oil Company,10,MG Advanced,
Finhigh,13,GTX Basic,
Toughzap,14,GTX Plus Basic,
Green-Plus,16,MG Advanced,
Bubba Gump,17,MG Special,99.0
Conecom,19,GTX Basic,
Acme Corporation,20,GTX Plus Basic,
Ron-tech,0,GTX Plus Basic,
Dontechi,0,MG Special,
Bubba Gump,1,GTX Basic,
Zencorporation,12,GTX Basic,
unknow,24,MG Special,
Bioholding,26,GTXPro,
Globex Corporation,26,GTXPro,
Treequote,26,MG Special,86.0
Stanredtax,26,MG Advanced,99.0
Donquadtech,29,MG Advanced,
unknow,6,GTX Basic,
Blackzim,6,MG Special,1.0
Groovestreet,6,MG Advanced,1.0
Bioholding,7,GTX Basic,
Kan-code,7,GTXPro,
Fasehatice,9,MG Advanced,
Sonron,11,GTX Plus Pro,
Finjob,11,GTX Basic,0.0
Treequote,13,GTX Basic,18.0
unknow,19,GTX Plus Pro,0.0
Cheers,19,MG Special,
Opentech,20,MG Special,
Mathtouch,21,MG Advanced,
Newex,22,GTX Plus Basic,
Gogozoom,0,MG Special,2.0
Codehow,23,MG Special,
Hottechi,23,MG Advanced,
Sumace,24,MG Advanced,
Rangreen,2,MG Special,
Golddex,4,GTXPro,
dambase,5,MG Advanced,
Lexiqvolax,6,GTXPro,
Konex,7,GTXPro,
Scotfind,7,GTX Plus Pro,
Ron-tech,8,GTX Basic,
Codehow,10,GTX Plus Pro,1.0
Newex,11,GTX Plus Basic,
Finhigh,13,MG Special,
Acme Corporation,15,GTXPro,1.0
Konex,15,MG Advanced,
Plussunin,15,MG Advanced,
Konex,17,GTX Basic,
Toughzap,18,MG Advanced,1.0
Inity,18,GTX Plus Basic,100.0
Scotfind,19,GTX Basic,3.0
Condax,19,GTX Plus Pro,
dambase,0,GTX Plus Basic,
Funholding,0,MG Special,
Massive Dynamic,1,MG Advanced,97.0
Rundofase,23,MG Advanced,
unknow,24,MG Advanced,0.0
Sumace,24,GTX Basic,
Plussunin,24,GTX Plus Basic,
Condax,26,GTX Plus Basic,
Dontechi,26,MG Advanced,
Xx-zobam,27,GTX Plus Pro,
Donquadtech,27,MG Advanced,
Mathtouch,27,MG Advanced,
Faxquote,28,MG Special,
Faxquote,3,MG Advanced,
Singletechno,3,GTX Plus Pro,
Green-Plus,4,GTX Basic,
Codehow,5,GTXPro,94.0
Genco Pura Olive Oil Company,8,GTX Basic,
Singletechno,9,MG Special,
Dontechi,14,GTX Plus Basic,
Singletechno,16,GTX Plus Basic,
Opentech,17,GTX Basic,
Dontechi,18,MG Special,100.0
Gogozoom,0,GTX Plus Pro,
Rundofase,0,MG Special,100.0
Toughzap,1,MG Advanced,
unknow,12,GTX Plus Basic,
Mathtouch,12,GTX Basic,
Bubba Gump,25,GTX Basic,
Gogozoom,26,MG Special,
Umbrella Corporation,27,GTX Plus Pro,0.0
Bluth Company,27,GTX Basic,
Kinnamplus,4,GTX Plus Pro,
Singletechno,4,GTX Plus Pro,
unknow,11,GTX Basic,
Opentech,11,GTX Plus Basic,3.0
Zoomit,11,GTX Basic,97.0
Hottechi,11,GTX Plus Basic,98.0
Stanredtax,14,GTX Plus Basic,
Zotware,15,GTX Plus Pro,
Xx-zobam,15,MG Advanced,
Sonron,16,MG Advanced,
Isdom,18,MG Special,
Rundofase,18,MG Special,8.0
Betatech,18,MG Special,
unknow,19,GTX Basic,
Fasehatice,19,GTX Basic,
Xx-zobam,20,MG Advanced,
unknow,21,GTXPro,
Hottechi,22,GTX Plus Pro,
Condax,12,MG Advanced,
Bluth Company,12,GTX Plus Basic,
Sumace,12,GTXPro,100.0
Hottechi,23,GTX Plus Basic,97.0
Labdrill,25,GTX Plus Pro,
Umbrella Corporation,25,GTX Basic,
Acme Corporation,25,GTXPro,100.0
unknow,28,MG Special,
Blackzim,3,MG Special,
unknow,7,GTX Basic,
Y-corporation,7,GTX Basic,
Streethex,8,MG Special,
Scotfind,9,GTX Plus Pro,
Toughzap,10,MG Special,
Cancity,10,MG Advanced,
Fasehatice,11,GTX Basic,0.0
Blackzim,11,GTX Plus Basic,99.0
Inity,14,GTX Basic,
Dontechi,14,GTX Basic,
Inity,14,GTX Basic,
Vehement Capital Partners,15,MG Advanced,
unknow,16,MG Advanced,
Yearin,17,GTX Plus Pro,
Fasehatice,19,GTX Plus Basic,
Konex,19,GTX Plus Basic,
Goodsilron,19,GTXPro,
Zotware,20,MG Advanced,
Rantouch,22,GTXPro,
Condax,12,GTXPro,0.0
unknow,24,MG Advanced,0.0
Massive Dynamic,27,MG Advanced,
unknow,28,GTX Basic,0.0
Hottechi,3,MG Advanced,
Konex,4,GTX Plus Basic,
J-Texon,4,GTX Plus Pro,2.0
Hottechi,6,GTX Basic,
Hottechi,6,GTX Basic,
Bioholding,8,GTX Basic,
Genco Pura Olive Oil Company,8,MG Special,95.0
Statholdings,10,GTX Plus Basic,
Finjob,11,GTX Basic,
unknow,16,GTX Plus Basic,
Goodsilron,16,MG Special,
unknow,17,GTX Basic,
Hatfan,19,MG Advanced,
Rantouch,19,GTXPro,
Acme Corporation,20,MG Special,
Gekko & Co,21,MG Advanced,
unknow,12,GTX Plus Basic,
Bubba Gump,12,MG Special,
Finhigh,26,GTX Plus Basic,
Umbrella Corporation,27,GTX Basic,
unknow,28,GTX Plus Pro,0.0
Hottechi,28,GTX Basic,
Scotfind,3,MG Advanced,
Genco Pura Olive Oil Company,5,GTX Basic,
Faxquote,6,GTXPro,0.0
Xx-holding,7,MG Advanced,
dambase,8,MG Special,
Labdrill,9,GTXPro,9.0
Konex,9,GTXPro,
J-Texon,9,MG Special,
Plexzap,9,GTXPro,
Umbrella Corporation,17,MG Special,
Codehow,18,MG Special,
Golddex,19,GTXPro,97.0
Silis,20,MG Advanced,100.0
Hatfan,22,MG Special,
Warephase,0,MG Special,
Ron-tech,0,MG Special,100.0
Streethex,0,MG Special,
Massive Dynamic,12,GTXPro,
Donquadtech,24,GTX Basic,
Isdom,26,GTXPro,
Iselectrics,27,GTX Plus Basic,
Umbrella Corporation,27,GTXPro,99.0
Massive Dynamic,29,GTXPro,
Funholding,3,GTX Plus Pro,5.0
unknow,3,MG Advanced,0.0
Donquadtech,4,GTX Plus Pro,
unknow,4,GTX Plus Pro,
Groovestreet,7,GTX Plus Basic,
unknow,9,GTK 500,
Bioholding,10,MG Special,
Domzoom,10,GTX Plus Pro,
Nam-zim,11,GTX Plus Basic,
Rundofase,14,GTX Basic,99.0
unknow,16,MG Special,
Zencorporation,17,MG Special,
Finhigh,18,MG Special,
unknow,21,MG Special,
unknow,22,GTX Basic,
Y-corporation,22,GTX Basic,
Lexiqvolax,22,MG Special,
Condax,22,GTXPro,
Bioholding,0,MG Special,100.0
Konex,1,MG Advanced,
Zencorporation,12,GTX Plus Basic,
Betasoloin,12,GTX Plus Basic,
Ganjaflex,24,GTX Basic,
Massive Dynamic,24,GTX Basic,99.0
Mathtouch,25,GTX Basic,
Toughzap,26,GTXPro,
Warephase,26,GTXPro,
Condax,27,GTX Basic,
Kan-code,28,MG Special,
Golddex,3,GTX Plus Basic,
Rundofase,5,GTXPro,
Funholding,5,GTX Basic,
Globex Corporation,6,GTX Basic,
unknow,7,GTX Plus Basic,
Ron-tech,8,GTX Basic,94.0
Inity,13,MG Special,
Initech,15,GTX Plus Basic,
unknow,20,MG Advanced,
Donquadtech,20,GTX Plus Basic,
Rangreen,0,MG Advanced,1.0
unknow,1,GTX Plus Pro,0.0
Zencorporation,1,GTX Basic,
Sumace,12,GTXPro,
unknow,24,GTXPro,
Cancity,26,GTXPro,
Gogozoom,26,GTXPro,100.0
Toughzap,26,MG Special,
Zencorporation,27,GTX Basic,
Kan-code,27,GTXPro,
Kan-code,29,GTX Basic,
Statholdings,2,MG Special,
Groovestreet,3,MG Advanced,
Plusstrip,6,GTX Plus Basic,
Hatfan,7,GTX Plus Basic,1.0
Funholding,8,GTX Basic,
Dontechi,14,MG Special,
Scottech,18,GTX Plus Pro,
Gogozoom,18,MG Special,
Stanredtax,18,MG Advanced,100.0
Plexzap,19,GTXPro,
Plusstrip,22,GTXPro,
Bioholding,0,GTX Basic,
Ron-tech,0,MG Advanced,
Ontomedia,1,MG Special,
Xx-zobam,12,GTX Plus Basic,
Treequote,24,GTX Basic,
Yearin,25,GTXPro,
Blackzim,28,GTX Basic,
Rantouch,4,GTX Basic,
Hottechi,5,GTXPro,
Faxquote,6,GTX Plus Basic,
Scotfind,6,GTX Plus Basic,
unknow,7,GTX Basic,0.0
unknow,7,GTX Plus Pro,
Dontechi,8,MG Advanced,
Treequote,10,MG Advanced,
Scotfind,11,MG Special,97.0
Inity,13,MG Advanced,2.0
Bioholding,13,GTX Basic,100.0
Bioholding,14,MG Special,
Fasehatice,16,MG Special,
Y-corporation,16,MG Special,
Sonron,19,MG Advanced,
Cheers,19,GTX Basic,
Ontomedia,20,MG Special,
Isdom,0,GTX Plus Pro,4.0
Groovestreet,24,GTX Plus Basic,
unknow,25,MG Advanced,
Conecom,26,MG Advanced,
Kan-code,29,GTX Basic,
Konex,29,GTX Basic,90.0
unknow,3,MG Advanced,
Labdrill,4,GTX Plus Basic,
Opentech,7,MG Special,
Condax,7,GTX Basic,
unknow,9,GTX Plus Pro,
Finjob,9,GTK 500,
unknow,11,GTX Plus Basic,
Condax,15,GTXPro,
Zotware,15,GTX Basic,96.0
unknow,17,GTXPro,
Zoomit,19,MG Special,
Hottechi,22,GTXPro,
Dalttechnology,22,GTX Plus Basic,
unknow,1,GTX Plus Basic,
unknow,1,GTX Plus Pro,
unknow,12,MG Special,0.0
The New York Inquirer,24,GTX Basic,
Gekko & Co,27,GTX Plus Basic,
Hottechi,2,MG Advanced,
Condax,4,GTX Plus Basic,
Finhigh,5,MG Special,
Funholding,5,GTXPro,
Labdrill,7,GTX Plus Basic,
Hatfan,9,GTX Basic,
Hatfan,9,GTX Plus Pro,
Warephase,10,MG Advanced,
Globex Corporation,14,GTX Basic,
Gogozoom,18,MG Advanced,
Plexzap,19,MG Special,2.0
Xx-zobam,20,GTX Plus Basic,
Cheers,22,GTXPro,96.0
Donware,12,GTX Basic,99.0
Bubba Gump,12,GTX Plus Pro,100.0
Labdrill,24,GTX Basic,
Bubba Gump,27,MG Advanced,100.0
unknow,28,GTXPro,
Kinnamplus,29,GTX Plus Pro,
Rundofase,2,GTXPro,
unknow,4,GTX Plus Pro,
Doncon,4,GTX Basic,
Lexiqvolax,4,GTX Plus Pro,
Scotfind,7,GTX Basic,
Zoomit,7,GTXPro,
Dontechi,8,MG Advanced,
Y-corporation,9,MG Advanced,
unknow,11,MG Special,
Goodsilron,11,GTX Plus Basic,100.0
dambase,14,GTXPro,
Goodsilron,16,GTX Basic,100.0
Condax,19,GTX Plus Pro,99.0
Massive Dynamic,20,MG Advanced,100.0
Donware,21,MG Advanced,
Domzoom,0,MG Special,4.0
Plussunin,1,GTX Plus Basic,
Bioplex,12,MG Advanced,
Betatech,23,GTX Basic,
Inity,24,GTX Plus Pro,
Konex,24,GTX Basic,100.0
Scottech,26,MG Advanced,0.0
Globex Corporation,26,GTXPro,
Ontomedia,27,GTXPro,
Treequote,2,GTXPro,
unknow,3,MG Advanced,
Statholdings,5,GTX Basic,
Hottechi,5,MG Special,93.0
Funholding,5,MG Advanced,99.0
unknow,7,GTXPro,
Rundofase,8,GTX Basic,
Warephase,8,MG Advanced,
Faxquote,9,GTXPro,
Ron-tech,10,GTX Plus Basic,
Treequote,10,MG Advanced,100.0
Conecom,13,MG Special,
Mathtouch,15,GTXPro,
Dalttechnology,16,MG Special,
Dontechi,18,MG Special,100.0
Singletechno,19,GTX Plus Pro,
Genco Pura Olive Oil Company,19,MG Special,17.0
Dontechi,0,GTX Plus Basic,
Rangreen,0,MG Advanced,
unknow,1,MG Advanced,
Silis,1,GTX Basic,99.0
Zathunicon,1,GTX Plus Basic,
The New York Inquirer,12,MG Special,
Mathtouch,24,GTX Basic,
Donquadtech,24,GTXPro,
unknow,3,MG Advanced,
unknow,3,MG Advanced,
Zoomit,4,GTX Plus Basic,
Conecom,6,GTXPro,
Faxquote,6,GTXPro,
Golddex,7,GTX Basic,
Konex,7,MG Advanced,
Rundofase,8,GTX Basic,
Groovestreet,11,MG Special,
Faxquote,11,GTX Plus Basic,
Bioholding,13,MG Advanced,
Streethex,14,MG Special,
Codehow,18,MG Special,
Hatfan,19,GTX Basic,
Kan-code,19,GTXPro,
Zoomit,20,MG Special,
Vehement Capital Partners,21,GTX Plus Pro,
unknow,22,GTX Basic,
Faxquote,22,GTX Plus Pro,
Betatech,0,MG Special,
Conecom,0,GTX Basic,
Stanredtax,0,MG Special,
Konex,12,GTXPro,0.0
Condax,23,MG Advanced,
Dontechi,25,GTXPro,
unknow,25,GTXPro,
Codehow,26,GTXPro,0.0
Scottech,26,GTXPro,
Kinnamplus,27,GTX Basic,
Y-corporation,4,GTX Plus Pro,
Newex,4,GTXPro,99.0
Codehow,5,GTXPro,
Hottechi,5,GTX Plus Pro,
Globex Corporation,5,GTXPro,
Rundofase,5,GTXPro,100.0
Blackzim,6,GTX Plus Basic,
Faxquote,7,GTX Plus Pro,100.0
Nam-zim,7,MG Special,95.0
Toughzap,10,GTX Plus Basic,
Conecom,10,MG Advanced,
Cancity,14,GTX Basic,
Acme Corporation,15,GTX Plus Basic,
Silis,15,GTX Plus Basic,
Green-Plus,19,GTX Plus Basic,
Scotfind,19,GTXPro,
Green-Plus,19,GTXPro,
Hatfan,19,GTXPro,
Finhigh,0,GTX Basic,0.0
Cancity,0,GTX Plus Basic,
unknow,1,GTX Plus Pro,0.0
Zotware,1,GTX Plus Basic,
Acme Corporation,25,GTXPro,
Kan-code,25,GTXPro,
Bioholding,26,GTX Plus Basic,
Ganjaflex,27,GTX Plus Pro,
Yearin,27,GTXPro,
Plussunin,29,GTXPro,
Singletechno,3,MG Advanced,
Ontomedia,7,GTX Plus Basic,
unknow,9,GTX Basic,
J-Texon,9,GTX Plus Basic,
Hatfan,11,GTX Plus Basic,
Rantouch,16,GTK 500,
Rantouch,16,MG Advanced,
Hottechi,19,GTX Basic,
unknow,22,GTXPro,
Rantouch,22,GTX Plus Basic,
Genco Pura Olive Oil Company,0,GTX Basic,
Zencorporation,1,GTX Plus Pro,99.0
Bioholding,23,GTX Basic,
Zathunicon,24,GTXPro,
Opentech,24,GTXPro,
Umbrella Corporation,24,GTXPro,
Cancity,26,GTXPro,
Bluth Company,27,MG Advanced,
Plexzap,28,MG Advanced,
Scottech,2,GTX Plus Basic,
Streethex,2,MG Special,
unknow,4,GTX Basic,
Lexiqvolax,4,MG Advanced,
Newex,4,GTXPro,
Bioholding,5,GTX Plus Basic,
Dontechi,6,GTX Plus Basic,
unknow,7,GTXPro,
Golddex,7,GTX Plus Basic,
Hottechi,7,GTX Plus Pro,93.0
Sonron,9,GTX Plus Pro,100.0
Groovestreet,9,MG Special,96.0
unknow,16,GTX Basic,
Kan-code,16,GTK 500,
Mathtouch,17,MG Advanced,
Streethex,18,GTX Plus Basic,
unknow,22,GTXPro,
Green-Plus,22,GTXPro,
Ontomedia,1,GTX Plus Basic,
Xx-zobam,24,GTXPro,99.0
dambase,26,GTX Basic,
Condax,27,GTX Basic,
Funholding,2,GTXPro,
Zoomit,6,GTX Basic,2.0
Blackzim,7,MG Advanced,
Finhigh,10,MG Advanced,
Ganjaflex,15,GTXPro,2.0
Golddex,19,GTX Basic,
Golddex,19,GTX Plus Pro,
unknow,21,MG Advanced,0.0
Sonron,22,GTX Plus Pro,
Condax,22,GTXPro,
Zumgoity,23,GTX Plus Pro,
Donquadtech,25,GTX Plus Pro,
Inity,26,GTXPro,99.0
Fasehatice,28,MG Special,1.0
Blackzim,28,MG Advanced,
Sonron,28,MG Special,
Gekko & Co,29,GTX Basic,
Condax,2,MG Special,
Nam-zim,3,GTX Plus Basic,
Singletechno,4,GTX Basic,5.0
Blackzim,4,GTX Basic,
Singletechno,4,GTX Plus Basic,
unknow,6,GTX Basic,
Lexiqvolax,6,GTX Basic,
Plexzap,7,GTX Plus Pro,
Groovestreet,7,GTX Basic,
Y-corporation,7,GTXPro,
Labdrill,7,MG Special,
Rangreen,8,GTX Basic,
Sonron,9,GTX Basic,
Zoomit,9,MG Advanced,
unknow,11,MG Special,
Finjob,11,GTX Plus Basic,
Streethex,13,MG Special,
Kan-code,15,GTX Plus Basic,
Initech,15,MG Advanced,
Zumgoity,18,MG Advanced,
Ron-tech,18,MG Special,
The New York Inquirer,21,MG Special,
Singletechno,22,GTX Basic,1.0
Condax,22,GTXPro,
Rantouch,22,MG Special,
Isdom,0,GTX Basic,
Hottechi,0,MG Special,
Stanredtax,0,MG Special,
Yearin,1,GTX Plus Pro,
Ontomedia,12,GTX Plus Pro,
Kan-code,24,MG Advanced,98.0
unknow,25,GTXPro,
Konmatfix,26,GTX Plus Pro,
Finhigh,26,MG Special,
Warephase,26,MG Advanced,
Inity,26,GTX Basic,
Ron-tech,26,MG Advanced,
Fasehatice,28,MG Advanced,
Scottech,2,GTX Plus Pro,
Plexzap,3,MG Advanced,
Sunnamplex,3,MG Advanced,
Fasehatice,4,GTX Plus Pro,100.0
Hottechi,7,MG Advanced,
Statholdings,8,GTX Plus Pro,
Rangreen,13,GTX Basic,7.000000000000001
Domzoom,14,GTX Basic,
Ron-tech,14,GTX Basic,
Konex,15,GTX Basic,
unknow,16,MG Special,
Mathtouch,17,GTXPro,
